id	phase	status	size	reader_facing	triaged	title	source
J-07	6	OPEN	S	yes	no	build.py's print-edition substitution anchors on the old recount date	method/members/The_Method_1_6___The_Register-2.md, register 1816 (line 6707)
J-08	3	OPEN	M	yes	no	Fifteen main-volume sentences still write the Register's size as 'one thousand six hundred and thirty-five'	method/members/The_Method_1_6___The_Register-2.md register 1815 (line 6703); method/members/The_Method_1_6-2.md lines 20
J-09	0	OPEN	S	yes	no	MV-DEF-01: §10.4's leaf-index convention pending M's ruling	method/members/The_Method_1_6___The_Register-2.md, register 1831 (line 6767)
J-10	-	DONE	S	yes	no	Press stamps 'Build 6' from an unadvanced string in build.py — left for the tool pass	method/members/The_Method_1_6___The_Register-2.md, line 6480
J-11	-	DONE	S	yes	no	Two paper-side matters left for the author: three-body byline run-on and plain-text inline equations	method/members/The_Method_1_6___The_Register-2.md, line 6480
J-12	1	OPEN	S	yes	no	Physics Compendium's 27 'N objects rest on it' counts are record-carried but the volume says they are counted at this build	method/members/The_Method_1_6___The_Physics_Compendium-2.md lines 375, 391, 410–420 (27 rows); Register 1814 (line 6699)
J-13	6	OPEN	L	yes	no	Physics Compendium's tail is hand-authored and physics.py is not a member — upstream debt unchanged	method/members/The_Method_1_6___The_Register-2.md, register 1814 (line 6699)
J-14	4	OPEN	S	yes	no	Mathematical Compendium tells the reader to rebuild with compendium.py, which is not a member, and names mathreg.py/mathverify.py/check_audi	method/members/The_Method_1_6___Mathematical_Compendium-2.md lines 4–8; Register 1813 (line 6695)
J-15	4	OPEN	S	yes	no	Index of Indices claims to be generated by indices.py, which is absent and would print the superseded tower rows	method/members/The_Method_1_6___The_Index_of_Indices-2.md line 4 and tower table lines 48–49; Register 1821 (line 6727) 
J-16	4	OPEN	S	yes	no	Mathematical Compendium front matter carries three mutually stale object counts	method/members/The_Method_1_6___Mathematical_Compendium-2.md lines 4, 6, 22–26
J-17	4	OPEN	S	yes	no	Physics Compendium front matter: stale '248 registered objects', generator names, and a pointer to MECHANISMS.md	method/members/The_Method_1_6___The_Physics_Compendium-2.md lines 4, 6, 66
J-18	4	OPEN	S	yes	no	Physics Compendium's '285 of 431 channels are unverified' is stale against the Spectra Compendium's current count	method/members/The_Method_1_6___The_Physics_Compendium-2.md line 186; Spectra Compendium line 994
J-19	3	OPEN	S	yes	no	Main volume prints stale snapshots of the mathematics register's object counts, one of them as 'now'	method/members/The_Method_1_6-2.md lines 4169, 4197, 4239, 4272, 7784
J-20	1	OPEN	M	yes	no	§32.1's self-index was recomputed on 2026-08-24 over 35 chapters and 6 appendices; the book now has 36 and 7	method/members/The_Method_1_6-2.md lines 8821–8822 (§32.1.1); member bookindex.py
J-21	3	OPEN	M	yes	no	The main volume's Index was regenerated 2026-08-24 by index_gen.py and carries no locator into Appendix G	method/members/The_Method_1_6-2.md lines 11456–11466 (Index) ; member index_gen.py
J-22	3	OPEN	S	yes	no	Instrument names in the main volume's reader text (9 sites)	method/members/The_Method_1_6-2.md lines 994, 1106, 1404, 7379, 8821, 9112, 9936, 10238, 11466
J-23	3	OPEN	M	yes	no	'Session' used as a work unit in the main volume, including two Chapter 28 headings	method/members/The_Method_1_6-2.md — 23 matches, e.g. lines 963–964, 1893, 7649, 7682–7683, 7790, 8734, 8920, 10987, 111
J-24	3	OPEN	S	yes	no	'Build 9' as a build label in two main-volume sentences	method/members/The_Method_1_6-2.md lines 6698 and 7664
J-25	-	DONE	M	yes	no	spectra.py is 'owed a rebuild against the table' in the main volume and 'retired' in the Spectra Compendium	method/members/The_Method_1_6-2.md lines 10237–10242; Spectra Compendium line 995
J-26	3	OPEN	M	yes	no	Appendix B's four totals for one collection are owed a reconciliation needing twenty missing rows	method/members/The_Method_1_6-2.md line 6637 (Chapter 22)
J-27	4	OPEN	S	yes	no	Spectra Compendium prints session handles, press-tool names and files a reader cannot obtain	method/members/The_Method_1_6___Spectra_Compendium-2.md lines 20, 115, 147, 994–995, 1022, 1029, 1080
J-28	4	OPEN	M	yes	no	Instrument, script and generated-file names inside compendium object provenance lines	method/members/The_Method_1_6___Mathematical_Compendium-2.md (15 matches: lines 4, 6, 8, 728, 874, 924, 964, 1588, 2138,
J-29	6	OPEN	M	yes	no	Löwdin-solution objects not yet wired into the book's verifier — named as a build task	method/members/The_Method_1_6___Mathematical_Compendium-2.md line 3150 (section LS)
J-30	3	OPEN	S	yes	no	Thirty-one register numbers are cited across the volumes but carry no entry	method/members/The_Method_1_6___The_Register-2.md (133 numbers between 1 and 1835 have no heading); citations in The_Met
J-31	0	OPEN	S	yes	no	The assistant is named 'Claude' in two Register entries and as co-author in two References	method/members/The_Method_1_6___The_Register-2.md lines 6228, 6236; The_Method_1_6-2.md lines 11639, 11651
J-32	0	OPEN	M	yes	no	Historical Register entries carry store, Drive, bank and work-file handles ('TODO' column, [INCIDENT], HANDOFF.md, restore-point)	method/members/The_Method_1_6___The_Register-2.md lines 5270, 6136, 6148, 6152, 6172, 6512, 6516, 6520, 6524
J-33	recorded	OPEN	L	yes	no	Named-and-not-built index and data-bound open cells disclosed by the volumes	method/members/The_Method_1_6___The_Index_of_Indices-2.md lines 197–198 and 345; Spectra Compendium line 994
J-34	-	DONE	S	yes	no	Contents lists Part IV's two chapters without the '## ' prefix every other chapter carries	method/members/The_Method_1_6-2.md contents block, lines 138–139
K-01	-	DONE	M	yes	no	No figure file is a member: 50 image references, 0 placed	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 1532–10540 (33 '![' refs); ...Mathematical_Compe
K-02	-	DONE	L	yes	no	32 archived main-volume plots owed a caption/number check or re-render before placement	/home/user/Claude-Method-Works/method/members/FIGURE_ASSETS.md 'Regenerated' paragraph (last lines); FIGURE_MAP.md last 
K-03	-	DONE	S	yes	no	Two figure directories referenced inconsistently across the compendia	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Index_of_Indices-2.md lines 15, 51, 76, 171, 343 (fig
K-04	-	DONE	S	yes	no	Orphan reference to old-scheme 'Figure 15.3' in §28.7.3	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md line 7589 (§28.7.3); FIGURE_MAP.md 'Orphan' line
K-05	0	OPEN	M	yes	no	Six consecutive empty sections §14.5.2–§14.5.7	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 3803–3813 (§14.5.2–§14.5.7)
K-06	3	OPEN	S	yes	no	Empty section §2.22	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 1148–1151 (§2.22)
K-07	0	OPEN	S	yes	no	§28.7.6 is empty and its title contradicts §2.19.1's account of it	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 7682–7683 (§28.7.6) and 959–966 (§2.19.1)
K-08	3	OPEN	M	yes	no	Three blocks of sections sit inside the wrong chapter	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 1081–1187 (§2.21–2.24 after §3.0 at 1006), 3548 
K-09	3	OPEN	S	yes	no	Two headings broken across two lines	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 7726–7727 (§28.8) and 8664–8665 (§31.2)
K-10	-	DONE	S	yes	no	Contents block lists Chapters 20–21, the Preface and the collaborator's note without heading markup	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 108, 111, 138–139 (contents block 108–173)
K-11	3	OPEN	S	yes	no	Appendix E has E.4.1 and E.4.2 with no E.4	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 11179, 11184 (Appendix E); Register line 6594 (F
K-12	3	OPEN	M	yes	no	Fifteen spelled-out '1,635' totals left to M as a prose pass (docket 35 / 38)	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 20, 89, 104, 202, 523, 646, 3519, 7372, 7905, 89
K-13	0	OPEN	S	yes	no	§28's opening count of post-closure withdrawals is stale against its own subsections	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 7372–7375 (§28 opening) against 7564, 7649, 7683
K-14	4	OPEN	S	yes	no	Main's mathematics-register counts are stale against the Mathematical Compendium	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 4156 (§14.6.3), 4184–4213 (§14.6.4); Mathematica
K-15	0	OPEN	M	yes	no	Work matter in the main volume: instrument names, build numbers, datelines, session wording, a ruling handle	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 994, 1106, 1404, 6698, 7379, 7664, 8821, 9112, 9
K-16	0	OPEN	L	yes	no	Work matter in Register entries: BUILD numbers (11), chat numbers (17), docket handles, instrument names (112)	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Register-2.md lines 6480, 6504, 6520, 6631, 6663, 666
K-17	0	OPEN	M	yes	no	Register front matter: no table of contents, and it carries build labels, a blank parenthesis and three inconsistent heading counts	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Register-2.md lines 1–75 (front matter): 4, 20, 31, 3
K-18	0	OPEN	S	yes	no	133 absent entry numbers are unexplained to the reader	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Register-2.md front matter line 14; entry 1782 (line 
K-19	0	OPEN	S	yes	no	Register pointers: all direct pointers resolve; one direct and four range pointers reach excised numbers	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Register-2.md line 6528 ('R 1002'), 6256 ('R 1660–166
K-20	4	OPEN	S	yes	no	Three Appendix G pointers name Mathematical Compendium entries that do not exist	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 11437, 11441, 11445 (Appendix G table)
K-21	0	OPEN	M	yes	no	Object-id pointers (A.ext, T.para, K.peak, L.voidfrac …) cannot be followed into the compendium	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md Appendix G 11421–11451 and §14.6.4 4187–4194 (38 id hi
K-22	0	OPEN	S	yes	no	Withdrawals are legible where sampled, but §28's 'not printed here' contradicts 'all printed' headings and 'retained in the compendium' name	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 7376 (§28), 7431, 7486, 7511, 7536, 7564, 7649 (
K-23	0	OPEN	M	yes	no	Compendia front matter and asides are work matter: generator names, dates, rebuild commands, ruling handles, non-member file names	/home/user/Claude-Method-Works/method/members/The_Method_1_6___Mathematical_Compendium-2.md lines 4–8; The_Physics_Compe
K-24	6	OPEN	M	yes	no	Löwdin-solution objects not yet wired into the compendium's verifier	/home/user/Claude-Method-Works/method/members/The_Method_1_6___Mathematical_Compendium-2.md line 3150 (family LS)
K-25	recorded	OPEN	L	yes	no	Two objects unfinished by design: half-sided modular inclusion; the exchange factor	/home/user/Claude-Method-Works/method/members/The_Method_1_6___Mathematical_Compendium-2.md lines 3342–3374 (VI · WHAT I
K-26	0	OPEN	S	yes	no	Physics interface disclosures: 44/49 species without uncertainties, 285/431 channels 'untested', 133 channels without levels	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Physics_Compendium-2.md lines 182–190
K-27	0	OPEN	M	yes	no	Spectra Compendium's data companion COORDINATES-2.13 is not a member	/home/user/Claude-Method-Works/method/members/The_Method_1_6___Spectra_Compendium-2.md lines 115–121, 1029; drive/MANIFE
K-28	6	OPEN	M	yes	no	spectra.py owed a rebuild against the channel table; exotic and collective sources carry no rows	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 10236–10243 (Appendix B.2)
K-29	-	DONE	M	yes	no	Build readouts printed by instruments the build does not hold (register 1813)	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 1103–1108 (§2.21), 8867, 9028–9031 (§32.1.4.1), 
K-30	6	OPEN	M	yes	no	Build-relative counts ('at this build', dated) must be re-taken at the final press	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 7378, 7663, 7666, 8821, 8832, 8846–8847, 9274, 1
K-31	3	OPEN	S	yes	no	References owed: chordal, treewidth, tree decomposition, girth literature absent	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 5758–5761 (§21.5.2)
K-32	recorded	OPEN	L	yes	no	The book's own open set: ten Q items, three unreached documents, five unlocated results, one unexplained ratio	/home/user/Claude-Method-Works/method/members/The_Method_1_6-2.md lines 10987–11008 (E.1.2), 3499–3506 (§12.11.7), 8034–
K-33	2	OPEN	S	no	no	Register 1755's carried owed list: two items have no recorded closure	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Register-2.md entry 1755 (line 6496); EXCISE-LIST.md 
K-34	recorded	OPEN	S	yes	no	Index of Indices: indexes named and not built, and a local-register definition 'not yet built'	/home/user/Claude-Method-Works/method/members/The_Method_1_6___The_Index_of_Indices-2.md lines 197–198, 350–370 (VI · TH
L-01	-	DONE	S	no	no	buildtrace.py fails on every invocation: KeyError 'main' reading method/verify.py	tools/buildtrace.py L59-65 (_live) — run output /tmp/claude-0/groupL/buildtrace-selftest.txt; identical from method/memb
L-02	-	DONE	S	no	no	The BUILD231 restage dropped the main bundle from verify.py and MEMBER-INDEX.tsv — the store no longer witnesses BUILD110 main	method/verify.py L15-21; method/MEMBER-INDEX.tsv (662 rows); git show fd88a3a -- method/verify.py method/MEMBER-INDEX.ts
L-03	recorded	OPEN	S	no	no	Store documentation stale against the store: member counts and the arith findings paragraph	CLAUDE.md L7; method/README.md L13, L51; docs/ARITH.md 'The findings' and 'mc:2930' paragraphs
L-04	recorded	OPEN	S	yes	no	Arithmetic sweep: no live defect in the six volumes; the two DISAGREE sites are quotations of defects	python3 tools/arith.py --roster volumes (and --roster reader-facing) — /tmp/claude-0/groupL/arith-volumes.txt; main L141
L-05	0	OPEN	S	yes	no	MC's 'combined 94%' beside the penetration claim does not match register 1048's combined figure 198 of 215 = 92%	The_Method_1_6___Mathematical_Compendium-2.md L2930; The_Method_1_6___The_Register-2.md L3898 (register 1048) and L6643 
L-06	3	OPEN	M	yes	no	Four register numbers cited in the volumes carry no Register entry (reg 287, 1000, 1002, 1725)	python3 tools/pointers.py --roster with-companion --findings and --extent (/tmp/claude-0/groupL/pointers-wc.txt, pointer
L-07	0	OPEN	M	yes	no	Section pointers §4.1, §4.2, §4.4, §4.5, §4.6, §4.7 cite Chapter 4's unheaded protocol rows — 37 sites across main, mc and reg	pointers.py --roster volumes --findings vs --roster with-companion (/tmp/claude-0/groupL/pointers-vol.txt, pointers-wc.t
L-08	4	OPEN	M	yes	no	Theorem pointers to theorems the volumes never print — a chapter-renumbering class (Thm 9.1→14.1, 10.1→17.1, 11.1/11.2→18.1/18.2) plus four 	pointers.py --findings THEOREM rows; mc L304, L310, L372, L1494, L2224; main L3688, L4811, L4937, L4945, L4970, L10654, 
L-09	0	OPEN	M	yes	no	Nineteen cited register ranges contain numbers with no entry (1710, 1257, 571, 344, 1149, 1223, 1667–1668, and 19 in 1524–1677)	pointers.py --findings REGISTER-RANGE rows (19 sites); main L7724, L9280, L9757, L10873, L10878, L11656, L11854, L11902;
L-10	3	OPEN	S	yes	no	Register L3118 writes register 784 as a section pointer ('§784's pattern')	pointers.py --findings KIND-MISMATCH; reg L3118; DEFECT-CENSUS.tsv row 7
L-11	4	OPEN	S	yes	no	'E.4' is cited seven times but Appendix E has only E.4.1/E.4.2 headings; the Register cites the Spectra Compendium 'at its §0' and no §0 hea	pointers.py --findings PREFIX-ONLY rows; main L10970, L10983, L11124, L11152, L11179; reg L1434, L1438, L1442, L6316; DE
L-12	0	OPEN	S	yes	no	Figure 15.3 is cited in main and placed nowhere; Transitions.md carries a 'Figure 0.1' caption with no image placement	pointers.py --findings FIGURE rows; main L7589 (census row 1); Transitions.md L58; tools/pointers.py L133 RE_FIG_PLACED
L-13	6	OPEN	M	no	no	pointers.py blind spots realised in this run: plural 'Theorems', external 'Thm 2.8.1', and coincidental resolution into Transitions.md	tools/pointers.py L108 (RE_THEOREM), L133; docs/POINTERS.md 'Known gaps'; run comparison volumes vs with-companion
L-14	0	OPEN	L	no	no	COORDINATES-2.13 was never rebuilt on register 1306's observed ground configurations, and no docket records it	docs/POPULATE.md L140-146 (register 1306 paragraph)
L-15	0	OPEN	S	yes	no	Register 1141's B = min(p, n₀ − ℓ − 1) does not say whether a partially filled subshell counts as allowed — n₀ is carried RECONSTRUCTED	docs/POPULATE.md 'Known gaps' (n₀ bullet); populate.py --selftest (77 fixtures OK)
L-16	0	OPEN	M	yes	no	Dockets 20x-04 and 20x-09 open: which languages the cypher has (six against seven; C(5,2) against C(6,2)), and the measured five differ from	docs/CYPHER.md L43-56 ('The roster is data, and the docket is open'), L95-106, 'Known gaps' (two pairs bullet); cypher.p
L-17	0	OPEN	S	yes	no	MC §11's marginal-exclusion table (k ≥ 1 at 25) reproduces only on a 9,216-cell box with k from 0, not on the 6,912-cell ambient box the vol	docs/CYPHER.md 'Known gaps' (k ≥ 1 and the two boxes); mc L1183, L1185
L-18	recorded	OPEN	S	yes	no	Register 1175's calendar fixture (E = 7 in 2-D, three on weekday) is not stated precisely enough in the volumes to reproduce	docs/CYPHER.md 'Known gaps' (calendar fixture)
L-19	0	OPEN	S	yes	no	Main L1410 says ARITHMETIC 'has caught nothing in this book — no register entry names any of them' after register 1800's arithmetic correcti	The_Method_1_6-2.md L1410; The_Method_1_6___The_Register-2.md L6643 (register 1800)
